Date,Open,High,Low,Close,Adj Close,Volume
2010-06-01,5.904570,6.592600,5.793500,6.233000,2.889401,40234706
2010-07-01,6.264970,6.632560,6.061600,6.521880,3.023316,16237504
2010-08-01,6.533070,6.696880,6.193050,6.672510,3.093143,20414437
2010-09-01,6.672510,7.167950,6.565430,6.912240,3.204274,14429876
2010-10-01,7.008530,8.170430,6.992150,7.720530,4.027082,20135071
2010-11-01,7.720530,8.382590,7.626240,7.951080,4.147338,13600245
2010-12-01,7.991030,8.690250,7.824020,8.670270,4.522473,13176773
2011-01-01,8.632310,8.784140,7.431660,7.585490,4.087742,10675467
2011-02-01,7.591480,7.889150,7.096040,7.481600,4.031756,9509808
2011-03-01,7.489590,7.991030,7.251860,7.751300,4.177096,25111031
2011-04-01,7.721330,8.450520,7.633430,8.426540,4.891956,9285911
2011-05-01,8.394190,9.391500,8.090400,8.218310,4.771070,8436029
2011-06-01,8.108390,8.687990,7.896540,8.594050,4.989202,14335912
2011-07-01,8.534090,8.793910,7.554770,7.554770,4.385858,9613815
2011-08-01,7.674690,9.117690,7.290950,9.093710,5.556654,23328133
2011-09-01,9.083710,9.469450,8.542090,9.191640,5.616495,31470764
2011-10-01,8.951800,9.583370,8.823890,9.265590,5.661680,21483356
2011-11-01,9.133680,9.991090,9.133680,9.913140,6.497016,17860855
2011-12-01,9.853180,10.912400,9.837190,10.912400,7.151925,17085316
2012-01-01,10.890500,10.980400,10.121000,10.392800,6.811383,19891255
2012-02-01,10.306900,11.616000,10.252900,11.616000,7.613064,25740304
2012-03-01,11.548000,13.390700,11.336200,12.585300,8.248335,21127612
2012-04-01,12.591300,13.840400,12.307500,13.480600,9.447543,19263270
2012-05-01,13.480600,13.526600,12.118800,12.516700,8.772016,23845431
2012-06-01,12.258700,12.798700,11.578800,12.630700,8.851911,59698088
2012-07-01,12.576700,12.978700,11.864800,12.858700,9.121927,15396068
2012-08-01,12.794700,12.998700,11.988800,12.752700,9.046731,24210969
2012-09-01,12.696700,12.998700,12.300700,12.750700,9.045316,23781426
2012-10-01,12.900700,16.452299,12.842700,13.658600,9.689373,21659711
2012-11-01,13.670600,15.558400,13.404600,15.538400,11.485444,133629628
2012-12-01,15.508400,17.548201,15.298400,16.738300,12.372368,52229825
2013-01-01,16.738300,18.298100,16.738300,18.004200,14.065974,35065578
2013-02-01,18.000200,18.200100,16.866400,17.456400,13.638000,26593966
2013-03-01,17.486401,17.998301,16.260500,16.382500,13.297774,25298326
2013-04-01,16.574499,16.672501,15.098600,16.358500,13.278294,30162775
2013-05-01,16.358500,17.398399,15.952500,16.408501,13.318877,24607765
2013-06-01,16.506500,16.598499,14.928600,16.574499,13.453621,24250729
2013-07-01,16.022499,17.224400,15.638600,17.196400,13.958423,18836734
2013-08-01,17.176399,17.698400,15.962500,16.698500,13.554272,36069819
2013-09-01,16.860500,17.590401,16.014500,16.934401,13.745753,29770238
2013-10-01,17.120399,17.484400,16.440500,16.688499,14.088119,26324421
2013-11-01,16.698500,17.798401,16.348499,17.558399,14.822472,180435299
2013-12-01,17.398399,17.728399,16.218500,17.318399,14.619866,159421865
2014-01-01,17.318399,17.568399,15.498600,16.088499,13.581610,225920783
2014-02-01,15.928500,17.028400,15.148600,16.878500,14.332883,176518137
2014-03-01,16.878500,17.148399,16.268499,16.948400,14.392241,187352733
2014-04-01,16.908400,17.848400,16.180000,16.320000,13.858615,232398847
2014-05-01,16.320000,17.030001,15.850000,15.860000,13.515225,227411700
2014-06-01,15.930000,16.500000,15.440000,15.760000,13.430011,193202100
2014-07-01,15.780000,16.879999,15.500000,15.670000,13.353314,242623100
2014-08-01,15.690000,16.790001,15.010000,16.370001,14.088030,260038800
2014-09-01,16.420000,16.559999,15.430000,16.040001,13.804030,252858800
2014-10-01,15.850000,16.930000,14.950000,16.400000,14.113846,410850300
2014-11-01,16.200001,17.450001,15.700000,16.760000,14.629985,224247800
2014-12-01,16.520000,16.580000,15.000000,16.350000,14.272090,761565949
2015-01-01,16.350000,17.870001,15.540000,17.690001,15.441793,262525100
2015-02-01,17.520000,18.879999,17.160000,18.309999,16.205515,193123300
2015-03-01,18.309999,18.969999,17.350000,18.480000,16.355976,252616400
2015-04-01,18.650000,19.690001,18.420000,18.950001,16.854803,218542400
2015-05-01,18.940001,20.290001,18.150000,18.530001,16.481239,205488100
2015-06-01,18.500000,19.240000,18.090000,18.750000,16.676918,284426300
2015-07-01,19.049999,19.889999,18.389999,19.459999,17.401976,432336200
2015-08-01,19.350000,20.059999,16.959999,19.860001,17.759670,324370200
2015-09-01,18.650000,20.180000,18.549999,19.170000,17.142643,378177900
2015-10-01,19.410000,20.459999,18.260000,19.090000,17.202688,342028500
2015-11-01,19.090000,19.790001,18.200001,18.639999,16.797182,226454000
2015-12-01,18.680000,19.080000,17.629999,17.850000,16.085285,226318000
2016-01-01,17.850000,18.660000,15.990000,18.660000,16.956507,261121600
2016-02-01,18.309999,18.820000,17.469999,17.639999,16.029623,231477900
2016-03-01,17.780001,19.570000,17.670000,18.799999,17.203579,404884000
2016-04-01,18.830000,19.530001,18.200001,19.389999,17.743479,161692100
2016-05-01,19.350000,19.709999,18.299999,19.110001,17.487257,270813800
2016-06-01,18.990000,19.600000,18.070000,19.049999,17.432350,282526100
2016-07-01,19.080000,19.570000,18.709999,18.799999,17.203579,240728100
2016-08-01,18.889999,20.090000,18.459999,19.190001,17.678930,274227400
2016-09-01,19.049999,20.000000,18.990000,19.820000,18.259321,241568900
2016-10-01,19.709999,19.860001,18.719999,18.830000,17.347275,268468700
2016-11-01,18.790001,18.840000,17.030001,17.150000,15.799562,293148800
2016-12-01,17.000000,17.059999,15.790000,16.400000,15.238101,277888700
2017-01-01,16.340000,17.540001,16.170000,17.200001,16.199532,215259900
2017-02-01,17.270000,18.590000,16.790001,17.840000,16.870405,187604000
2017-03-01,17.990000,18.370001,16.750000,18.240000,17.248671,265666300
2017-04-01,18.200001,18.400000,17.400000,18.260000,17.267584,232699700
2017-05-01,18.260000,19.920000,18.049999,18.709999,17.693125,339908400
2017-06-01,18.719999,19.209999,17.660000,18.309999,17.314867,341978800
2017-07-01,18.360001,19.410000,17.719999,19.150000,18.269470,204873100
2017-08-01,19.160000,20.000000,19.090000,19.860001,18.946827,238348000
2017-09-01,19.930000,21.700001,19.600000,21.040001,20.072569,300059500
2017-10-01,20.920000,22.700001,20.480000,20.900000,19.939005,314312600
2017-11-01,21.000000,21.219999,19.860001,20.420000,19.481077,387075500
2017-12-01,20.450001,21.719999,20.299999,21.280001,20.301535,262042800
2018-01-01,21.280001,22.260000,21.170000,21.690001,21.004074,230049400
2018-02-01,22.030001,22.820000,21.100000,22.000000,21.304272,339349300
2018-03-01,22.680000,24.340000,22.020000,24.070000,23.383381,271430800
2018-04-01,24.070000,24.559999,22.770000,23.330000,22.664492,268808900
2018-05-01,23.330000,23.350000,19.389999,19.690001,19.128325,473665200
2018-06-01,19.600000,20.320000,17.790001,17.980000,17.467104,361299900
2018-07-01,17.930000,20.299999,17.799999,19.410000,19.018866,293024800
2018-08-01,19.450001,19.709999,18.570000,18.850000,18.470152,334493400
2018-09-01,18.900000,19.180000,17.889999,18.340000,17.970428,258451600
2018-10-01,18.350000,18.799999,14.540000,16.340000,16.010731,511203300
2018-11-01,16.370001,16.920000,15.590000,16.920000,16.579042,349110100
2018-12-01,17.000000,17.010000,14.910000,15.380000,15.070076,333356000
2019-01-01,15.380000,18.200001,15.380000,17.510000,17.510000,540091700
